local_entity_key,geo_entity_id,property_key,geo_property_id,value_type,value,source_file,json_pointer
initiative:no-excuses-charter-networks-and-high-performing-cmos,,theory_of_action,,TEXT,"High expectations, longer time, intensive tutoring, data use, and tight culture raise achievement in underserved communities.",content/initiatives.json,
initiative:no-excuses-charter-networks-and-high-performing-cmos,,years_scale,,TEXT,2000s onward; urban networks,content/initiatives.json,
initiative:one-to-one-devices-laptop-initiatives,,category,,TEXT,Technology,content/initiatives.json,
initiative:one-to-one-devices-laptop-initiatives,,evaluation_designs,,TEXT,Meta-analysis; quasi studies; implementation research,content/initiatives.json,
initiative:one-to-one-devices-laptop-initiatives,,evidence_strength_key,,TEXT,mixed-conditional,content/initiatives.json,
initiative:one-to-one-devices-laptop-initiatives,,finding,,TEXT,"Meta-analytic evidence shows some positive average effects, but technology access alone is not an instructional model.",content/initiatives.json,
initiative:one-to-one-devices-laptop-initiatives,,inputs_changed,,TEXT,"Devices, broadband, LMS, teacher training, digital content, home access",content/initiatives.json,
initiative:one-to-one-devices-laptop-initiatives,,local_key,,TEXT,initiative:one-to-one-devices-laptop-initiatives,content/initiatives.json,
initiative:one-to-one-devices-laptop-initiatives,,name,,TEXT,One-to-one devices / laptop initiatives,content/initiatives.json,
initiative:one-to-one-devices-laptop-initiatives,,normalization_issues,,TEXT,Separate access from active academic use; device effects depend on teacher practice and content quality.,content/initiatives.json,
initiative:one-to-one-devices-laptop-initiatives,,outputs_measured,,TEXT,"ELA/writing/math/science scores, digital literacy, usage logs",content/initiatives.json,
initiative:one-to-one-devices-laptop-initiatives,,slug,,TEXT,one-to-one-devices-laptop-initiatives,content/initiatives.json,
initiative:one-to-one-devices-laptop-initiatives,,tags,,TEXT,devices; edtech,content/initiatives.json,
initiative:one-to-one-devices-laptop-initiatives,,target_population,,TEXT,Students in device programs,content/initiatives.json,
initiative:one-to-one-devices-laptop-initiatives,,theory_of_action,,TEXT,"Universal device access enables digital writing, research, collaboration, personalization, and equity of access.",content/initiatives.json,
initiative:one-to-one-devices-laptop-initiatives,,years_scale,,TEXT,2000s onward; district/state,content/initiatives.json,
initiative:pbis-mtss-behavior-systems,,category,,TEXT,Whole-child/climate,content/initiatives.json,
initiative:pbis-mtss-behavior-systems,,evaluation_designs,,TEXT,Group RCTs; implementation studies; research database,content/initiatives.json,
initiative:pbis-mtss-behavior-systems,,evidence_strength_key,,TEXT,strong-causal,content/initiatives.json,
initiative:pbis-mtss-behavior-systems,,finding,,TEXT,Good evidence for behavior/climate improvements; academic effects are often indirect through instructional time.,content/initiatives.json,
initiative:pbis-mtss-behavior-systems,,inputs_changed,,TEXT,"Behavior expectations, reinforcement systems, office discipline referrals, tiered intervention teams",content/initiatives.json,
initiative:pbis-mtss-behavior-systems,,local_key,,TEXT,initiative:pbis-mtss-behavior-systems,content/initiatives.json,
initiative:pbis-mtss-behavior-systems,,name,,TEXT,PBIS / MTSS behavior systems,content/initiatives.json,
initiative:pbis-mtss-behavior-systems,,normalization_issues,,TEXT,Discipline data are partly reporting artifacts; fidelity tools are needed to distinguish adoption from use.,content/initiatives.json,
initiative:pbis-mtss-behavior-systems,,outputs_measured,,TEXT,"Office referrals, suspensions, climate, achievement, fidelity",content/initiatives.json,
initiative:pbis-mtss-behavior-systems,,slug,,TEXT,pbis-mtss-behavior-systems,content/initiatives.json,
initiative:pbis-mtss-behavior-systems,,tags,,TEXT,PBIS; behavior; MTSS,content/initiatives.json,
initiative:pbis-mtss-behavior-systems,,target_population,,TEXT,Whole schools; students needing behavior support,content/initiatives.json,
initiative:pbis-mtss-behavior-systems,,theory_of_action,,TEXT,Improve behavior by explicitly teaching expectations and using tiered supports and data systems.,content/initiatives.json,
initiative:pbis-mtss-behavior-systems,,years_scale,,TEXT,1990s onward; schoolwide,content/initiatives.json,
initiative:perry-preschool-abecedarian-style-intensive-early-childhood,,category,,TEXT,Early childhood,content/initiatives.json,
initiative:perry-preschool-abecedarian-style-intensive-early-childhood,,evaluation_designs,,TEXT,Randomized experiments; long-term administrative/survey follow-up,content/initiatives.json,
initiative:perry-preschool-abecedarian-style-intensive-early-childhood,,evidence_strength_key,,TEXT,strong-causal,content/initiatives.json,
initiative:perry-preschool-abecedarian-style-intensive-early-childhood,,finding,,TEXT,"Classic studies show large long-run benefits, but they are not evidence that every scaled pre-K program will replicate them.",content/initiatives.json,
initiative:perry-preschool-abecedarian-style-intensive-early-childhood,,inputs_changed,,TEXT,"Low ratios, highly trained teachers, home visits, intensive early learning, health/nutrition supports",content/initiatives.json,
initiative:perry-preschool-abecedarian-style-intensive-early-childhood,,local_key,,TEXT,initiative:perry-preschool-abecedarian-style-intensive-early-childhood,content/initiatives.json,
initiative:perry-preschool-abecedarian-style-intensive-early-childhood,,name,,TEXT,Perry Preschool / Abecedarian-style intensive early childhood,content/initiatives.json,
initiative:perry-preschool-abecedarian-style-intensive-early-childhood,,normalization_issues,,TEXT,Historic small samples and unusually intensive models may not generalize to scaled public pre-K.,content/initiatives.json,
initiative:perry-preschool-abecedarian-style-intensive-early-childhood,,outputs_measured,,TEXT,"Education, earnings, health, crime, welfare, intergenerational outcomes",content/initiatives.json,
initiative:perry-preschool-abecedarian-style-intensive-early-childhood,,slug,,TEXT,perry-preschool-abecedarian-style-intensive-early-childhood,content/initiatives.json,
initiative:perry-preschool-abecedarian-style-intensive-early-childhood,,tags,,TEXT,early childhood; long-run,content/initiatives.json,
initiative:perry-preschool-abecedarian-style-intensive-early-childhood,,target_population,,TEXT,Small samples of disadvantaged children,content/initiatives.json,
initiative:perry-preschool-abecedarian-style-intensive-early-childhood,,theory_of_action,,TEXT,High-quality early education plus family engagement can produce long-run human capital and social benefits.,content/initiatives.json,
initiative:perry-preschool-abecedarian-style-intensive-early-childhood,,years_scale,,TEXT,1960s-1970s experiments; long-term follow-up,content/initiatives.json,
initiative:private-school-vouchers-dc-and-louisiana-examples,,category,,TEXT,Choice,content/initiatives.json,
initiative:private-school-vouchers-dc-and-louisiana-examples,,evaluation_designs,,TEXT,Lottery/RCT designs; administrative follow-up,content/initiatives.json,
initiative:private-school-vouchers-dc-and-louisiana-examples,,evidence_strength_key,,TEXT,mixed-conditional,content/initiatives.json,
initiative:private-school-vouchers-dc-and-louisiana-examples,,finding,,TEXT,DC and Louisiana show why voucher evidence cannot be generalized: non-test outcomes may improve in some contexts while test scores can fall in others.,content/initiatives.json,
initiative:private-school-vouchers-dc-and-louisiana-examples,,inputs_changed,,TEXT,"Scholarship amount, eligibility, private school participation, admissions lotteries, accountability rules",content/initiatives.json,
initiative:private-school-vouchers-dc-and-louisiana-examples,,local_key,,TEXT,initiative:private-school-vouchers-dc-and-louisiana-examples,content/initiatives.json,
initiative:private-school-vouchers-dc-and-louisiana-examples,,name,,TEXT,Private school vouchers / DC and Louisiana examples,content/initiatives.json,
initiative:private-school-vouchers-dc-and-louisiana-examples,,normalization_issues,,TEXT,Voucher effects depend on participating schools and accountability rules; compare offers (ITT) and actual attendance (TOT).,content/initiatives.json,
initiative:private-school-vouchers-dc-and-louisiana-examples,,outputs_measured,,TEXT,"Test scores, parent satisfaction, safety, graduation, college enrollment",content/initiatives.json,
initiative:private-school-vouchers-dc-and-louisiana-examples,,slug,,TEXT,private-school-vouchers-dc-and-louisiana-examples,content/initiatives.json,
initiative:private-school-vouchers-dc-and-louisiana-examples,,tags,,TEXT,vouchers; private choice,content/initiatives.json,
initiative:private-school-vouchers-dc-and-louisiana-examples,,target_population,,TEXT,Students eligible for scholarships,content/initiatives.json,
initiative:private-school-vouchers-dc-and-louisiana-examples,,theory_of_action,,TEXT,Giving families public funds for private schools increases match quality and competitive pressure.,content/initiatives.json,
initiative:private-school-vouchers-dc-and-louisiana-examples,,years_scale,,TEXT,2000s onward; federal/state/local,content/initiatives.json,
initiative:project-based-learning-and-inquiry-oriented-reform,,category,,TEXT,Curriculum/pedagogy,content/initiatives.json,
initiative:project-based-learning-and-inquiry-oriented-reform,,evaluation_designs,,TEXT,RCTs in specific curricula; implementation studies; WWC reviews,content/initiatives.json,
initiative:project-based-learning-and-inquiry-oriented-reform,,evidence_strength_key,,TEXT,mixed-conditional,content/initiatives.json,
initiative:project-based-learning-and-inquiry-oriented-reform,,finding,,TEXT,"PBL is strongest when content-rich, well-scaffolded, and assessed on more than generic engagement.",content/initiatives.json,
initiative:project-based-learning-and-inquiry-oriented-reform,,inputs_changed,,TEXT,"Projects, inquiry cycles, group work, performance tasks, teacher facilitation, interdisciplinary units",content/initiatives.json,
initiative:project-based-learning-and-inquiry-oriented-reform,,local_key,,TEXT,initiative:project-based-learning-and-inquiry-oriented-reform,content/initiatives.json,
initiative:project-based-learning-and-inquiry-oriented-reform,,name,,TEXT,Project-based learning and inquiry-oriented reform,content/initiatives.json,
